Locus	ID_Full	orig_Locus	ID	Haplotype	Source_Identifier	stable_source_identity_v3	analysis_include	manuscript_public_panel	catalog_5prime_TSD	catalog_3prime_TSD	boundary_join	boundary_source_locus	boundary_5prime_sequence	boundary_3prime_sequence	pair_admission	mismatch_count	boundary_presence_call	boundary_observation_state	catalog_observation_state	superpopulation	length_robust_candidate_difference	length_ambiguous_difference	candidate_length_comparisons
HML-2_11p15.4	HG02492_h2_HML-2_11p15.4_technical_error	HML-2_11p15.4	HG02492	h2	Validator_Script	HML-2_11p15.4|HG02492|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11p15.4/HG02492_h2_HML-2_11p15.4_graph_hgsvc3-2024-02-23-mc-chm13.fa|fea334ea22b3c20be22f0543559827cee59464991ed9e29d88c291a3fe54ddb5	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	SAS			
HML-2_11p15.4	NA19331_h2_HML-2_11p15.4_technical_error	HML-2_11p15.4	NA19331	h2	Validator_Script	HML-2_11p15.4|NA19331|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11p15.4/NA19331_h2_HML-2_11p15.4_graph_hgsvc3-2024-02-23-mc-chm13.fa|79b097c714a7a511bb3de39a78a09920882dd7fc0ab59e273907152088c49506	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q12.3	NA19705_h2_HML-2_11q12.3_technical_error	HML-2_11q12.3	NA19705	h2	Validator_Script	HML-2_11q12.3|NA19705|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q12.3/NA19705_h2_HML-2_11q12.3_graph_hgsvc3-2024-02-23-mc-chm13.fa|c8ef4ceb246861493db49dd816e19726f3ea8868b1b5c99d5a545985648dc93f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q22.1	HG01596_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	HG01596	h2	Validator_Script	HML-2_11q22.1|HG01596|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/HG01596_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|088923da0c4f19dc9a192196bab69f9cdacd39b8c60436307b8ffa9b38a12c6f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_11q22.1	HG02492_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	HG02492	h2	Validator_Script	HML-2_11q22.1|HG02492|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/HG02492_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|a02215a2d4019331a451848562c80227f6176b91e9ab052c627b65dc26ed7161	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	SAS			
HML-2_11q22.1	HG02554_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	HG02554	h2	Validator_Script	HML-2_11q22.1|HG02554|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/HG02554_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|ce2733df816a44915ae8aacb541b00eeef5b6eac537ee627155e3792e742bd62	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q22.1	HG02666_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	HG02666	h2	Validator_Script	HML-2_11q22.1|HG02666|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/HG02666_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|ab41f57650af0b37dc9030afcdb9acc7dcdc8ec5f90b4260513f38e95629ce84	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q22.1	NA19239_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	NA19239	h2	Validator_Script	HML-2_11q22.1|NA19239|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/NA19239_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|133f72dd425c565961eb91052c49af3668dac556817a68db4c3bf28b1c4f236f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q22.1	NA19317_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	NA19317	h2	Validator_Script	HML-2_11q22.1|NA19317|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/NA19317_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|8179bb00f3894b531798fdc59f3f7478caa833dd0400033a35a8fd4c444fd018	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_11q22.1	NA20355_h2_HML-2_11q22.1_technical_error	HML-2_11q22.1	NA20355	h2	Validator_Script	HML-2_11q22.1|NA20355|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_11q22.1/NA20355_h2_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa|5b4fc12f4bf94f4a51bc1b1260a175b2c723de65566636d3fce1f4b14f161bad	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG00268_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG00268	h2	Validator_Script	HML-2_12q13.2|HG00268|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG00268_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|6780de4586ddcb0999903cf7ea1b3f318e1d70812e5889e6bf18f20aa81525fe	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EUR			
HML-2_12q13.2	HG00512_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG00512	h2	Validator_Script	HML-2_12q13.2|HG00512|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG00512_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|16e57798d18a542f15ba490062274ac72c7ee84472b6eb7c24911e313588dfb8	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_12q13.2	HG00514_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG00514	h2	Validator_Script	HML-2_12q13.2|HG00514|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG00514_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|d2443356ef21d6ca38ae0d86adefe39ac619804b2abdb673b2d3a081a172942f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_12q13.2	HG00864_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG00864	h2	Validator_Script	HML-2_12q13.2|HG00864|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG00864_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|f571d305077c60d6054efea263940ac17821c9922b896d12b0995b6b029f6d52	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_12q13.2	HG01573_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG01573	h2	Validator_Script	HML-2_12q13.2|HG01573|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG01573_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|5d8b029889f7301c6cc501d45895bdf7d9e2db1a032937d810e16aa865b455c6	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_12q13.2	HG02011_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG02011	h2	Validator_Script	HML-2_12q13.2|HG02011|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG02011_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|47482a77ef4fe1d0295f444e752abc824043bf387d4717d5fb062a9da04e50a3	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG02018_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG02018	h2	Validator_Script	HML-2_12q13.2|HG02018|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG02018_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|1b1be8423c733f4bba27c5b8c0e562bebf1b0b2bc497b297e94b97f5065125da	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_12q13.2	HG02282_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG02282	h2	Validator_Script	HML-2_12q13.2|HG02282|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG02282_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|5d777e16c328cf0d56c29dd987fb408d4ca47d7b811057b66b25b115c9fa5563	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG02953_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG02953	h2	Validator_Script	HML-2_12q13.2|HG02953|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG02953_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|5be9db8baa57d3fbe9e628e5ef9032898fcd0c9b3f13193cdaa2ddab182f55e2	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG03248_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG03248	h2	Validator_Script	HML-2_12q13.2|HG03248|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG03248_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|e2d46af75ff4377a188fd75b80a133291e07ffa82d43e2abbc58bae5a34e2b6f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG03371_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG03371	h2	Validator_Script	HML-2_12q13.2|HG03371|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG03371_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|2108ddc21be776dcb5a6013d10e5bc60c57d1b65339c23721e860a0d1210c85d	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	HG03683_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	HG03683	h2	Validator_Script	HML-2_12q13.2|HG03683|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/HG03683_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|4b016792b0f2244e9ba28721909079a8b1c544e6713fbb902767471a4b699375	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	SAS			
HML-2_12q13.2	NA18989_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	NA18989	h2	Validator_Script	HML-2_12q13.2|NA18989|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/NA18989_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|23b7b7e5af9e802a435707346288fae62fed8b57a9fe8ddb899df283b3e09da8	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_12q13.2	NA19239_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	NA19239	h2	Validator_Script	HML-2_12q13.2|NA19239|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/NA19239_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|c7d9127eb2d7890395b35ce4003e9304441f4474c0ae1c23cb06ec8fcbd9fd3b	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	NA19331_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	NA19331	h2	Validator_Script	HML-2_12q13.2|NA19331|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/NA19331_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|04307f85000781bba411653d453c9fbf2c9636513ab8f182a77ca7cddfc93ea1	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_12q13.2	NA19705_h2_HML-2_12q13.2_technical_error	HML-2_12q13.2	NA19705	h2	Validator_Script	HML-2_12q13.2|NA19705|h2|none|historical_source/cluster/HML2_project_graph/extracted_sequences/hgsvc3-2024-02-23-mc-chm13/HML-2_12q13.2/NA19705_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|2e81624860b88af312961af95b7ffc7474d080dc344a01a4bdda357eb9704920	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AFR			
HML-2_13p13	NA20847_h1_HML-2_13p13_graph_hgsvc3_linked_recovery	HML-2_13p13	NA20847	h1	NA20847#1#haplotype1-0000051#0:149076-155403	HML-2_13p13|NA20847|h1|graph|historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/caller_inputs/HML-2_13p13/NA20847_h1_HML-2_13p13_graph_hgsvc3_linked_recovery.fa|d1f2d0883f34a6f76cd5cfb9f764231a7e13fafcfb1c1e0a0038dcdeead6dabb	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	SAS			
HML-2_15p13a	NA20355_h1_HML-2_15p13a_graph_hgsvc3_linked_recovery	HML-2_15p13a	NA20355	h1	NA20355#1#haplotype1-0000005#0:2980327-2987802	HML-2_15p13a|NA20355|h1|graph|historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/caller_inputs/HML-2_15p13a/NA20355_h1_HML-2_15p13a_graph_hgsvc3_linked_recovery.fa|08eee294598437518ebc57d9c5d000210d27cba4fd5560c32311fff265a4a35d	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	AFR			
HML-2_15q25.2	HG00096_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00096	h1	HG00096#1#haplotype1-0000001#0:74218839-74247710	HML-2_15q25.2|HG00096|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00096_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|348c5cbf6a79ffb4492e24b47dd423844ddd2e475b5c16941c9030db75b7ac31	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00096_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00096	h2	HG00096#2#haplotype2-0000133#0:72631799-72665235	HML-2_15q25.2|HG00096|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00096_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|2dc834c9a59673096da3abecc985dd34161e94ae1956de37c814aacd0d5fc3f2	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00171_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00171	h1	HG00171#1#haplotype1-0000022#0:17715468-17748886	HML-2_15q25.2|HG00171|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00171_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|6174f4ee2785529f177f43be772d321baa81965c15627ca662967c376cbe3534	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00171_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00171	h2	HG00171#2#haplotype2-0000156#0:17744750-17778186	HML-2_15q25.2|HG00171|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00171_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|9da5dc158e96ce291326e801aa007767b7ec1a81a1a8bdd31c7ecf37b641b02c	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00268_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00268	h1	HG00268#1#haplotype1-0000016#0:72285915-72319347	HML-2_15q25.2|HG00268|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00268_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|48848c057af5edfc80d4d1295c8a67432cf214c0eb22ae5f1f5c241f05c04626	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00268_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00268	h2	HG00268#2#haplotype2-0000066#0:75651903-75680774	HML-2_15q25.2|HG00268|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00268_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|185ac8ae3e4048c7641a55e3304c8eebca617d27624f7eaf34d04e70b5bcbcfd	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00358_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00358	h1	HG00358#1#haplotype1-0000030#0:81264708-81293580	HML-2_15q25.2|HG00358|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00358_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|b61f31fad2dc7a1ff5e340b30e0e0ba8ba45b3b5aa4692f8cfaf00b222fb4526	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00358_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00358	h2	HG00358#2#haplotype2-0000113#0:77252117-77280987	HML-2_15q25.2|HG00358|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00358_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|ce95e842cdeff9877a49d04ce72f4850a18297617680ae6adea6b894b903297f	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EUR			
HML-2_15q25.2	HG00512_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00512	h1	HG00512#1#haplotype1-0000035#0:17705268-17738721	HML-2_15q25.2|HG00512|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00512_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|409b50353a3dffc32c31407935e525963124c46c4939b0020d27e3a6fb440c35	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
HML-2_15q25.2	HG00512_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00512	h2	HG00512#2#haplotype2-0000290#0:74133216-74166654	HML-2_15q25.2|HG00512|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00512_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|f9f8b61ac20c32213c855ba20afdcd54574e5d6801fd4d3739511d1f09debb2b	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
HML-2_15q25.2	HG00513_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00513	h1	HG00513#1#haplotype1-0000014#0:17742583-17776011	HML-2_15q25.2|HG00513|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00513_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|2e3d3098b51d68faa8418da1cd369003b7c44a89df49c0f46652e25abc8b54d7	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
HML-2_15q25.2	HG00513_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00513	h2	HG00513#2#haplotype2-0000114#0:63314498-63347941	HML-2_15q25.2|HG00513|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00513_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|8da2329c71a3a03f4dc00ada0d42c310c55c8732e11e32088892bfe2f02c4bbb	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
HML-2_15q25.2	HG00514_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00514	h1	HG00514#1#haplotype1-0000053#0:17503172-17536610	HML-2_15q25.2|HG00514|h1|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00514_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|747ba5e394c2f46352e4f8560998f3b1b35152fc62bf032b764231b9e033b0ed	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
HML-2_15q25.2	HG00514_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HML-2_15q25.2	HG00514	h2	HG00514#2#haplotype2-0000197#0:17508342-17541784	HML-2_15q25.2|HG00514|h2|graph|historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_15q25.2/HG00514_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13.fa|0c1b44b7faa0bab983d29374357b4c32aef6e97da22e25dec8dc9b438e899775	1	1	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				PRESENT	EAS			
